Breed,Found
Manchester Terrier/Norfolk Terrier,1+2
Cairn Terrier/Yorkshire Terrier,1+2
Siberian Husky/Australian Shepherd,1+2
Labrador Retriever/Australian Shepherd,1+2
Shiba Inu/Siberian Husky,1+2
Labrador Retriever/Plott Hound,1+2
Labrador Retriever/Plott Hound,1+2
Rat Terrier/Beagle,1+2
Dachshund/Labrador Retriever,1+2
Boxer/Labrador Retriever,1+2
Pug/Labrador Retriever,1+2
Golden Retriever/Chow Chow,1+2
Siberian Husky/Labrador Retriever,1+2
Dachshund/Beagle,1+2
Blue Lacy/American Bulldog,1+2
Australian Cattle Dog/Border Collie,1+2
Labrador Retriever/Australian Kelpie,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Shih Tzu/Havanese,1+2
Lhasa Apso/Shih Tzu,1+2
Labrador Retriever/Australian Shepherd,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Labrador Retriever/Border Collie,1+2
Yorkshire Terrier/Miniature Schnauzer,1+2
Miniature Schnauzer/Yorkshire Terrier,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Whippet/Dachshund,1+2
Labrador Retriever/Blue Lacy,1+2
Australian Shepherd/Labrador Retriever,1+2
Kuvasz/Labrador Retriever,1+2
Boxer/Black Mouth Cur,1+2
Plott Hound/Labrador Retriever,1+2
Labrador Retriever/Siberian Husky,1+2
Pug/Beagle,1+2
Border Collie/Alaskan Husky,1+2
Australian Cattle Dog/Australian Shepherd,1+2
Rat Terrier/Australian Cattle Dog,1+2
Border Terrier/Affenpinscher,1+2
Rottweiler/Australian Cattle Dog,1+2
Plott Hound/Boxer,1+2
Labrador Retriever/Australian Shepherd,1+2
Basset Hound/Labrador Retriever,1+2
Blue Lacy/American Bulldog,1+2
American Staffordshire Terrier/French Bulldog,1+2
Miniature Schnauzer/Yorkshire Terrier,1+2
Beagle/Labrador Retriever,1+2
Labrador Retriever/Chow Chow,1+2
Yorkshire Terrier/Cairn Terrier,1+2
Chow Chow/Labrador Retriever,1+2
Pug/Beagle,1+2
Pekingese/Lhasa Apso,1+2
Labrador Retriever/Australian Shepherd,1+2
Labrador Retriever/Border Collie,1+2
Border Collie/Labrador Retriever,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Australian Cattle Dog/Alaskan Husky,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Pomeranian/Jack Russell Terrier,1+2
Beagle/Australian Cattle Dog,1+2
Norfolk Terrier/Yorkshire Terrier,1+2
Great Dane/Labrador Retriever,1+2
Labrador Retriever/Boxer,1+2
American Staffordshire Terrier/Plott Hound,1+2
Dachshund/Bull Terrier,1+2
Pug/Beagle,1+2
Australian Cattle Dog/Alaskan Husky,1+2
Labrador Retriever/Border Collie,1+2
Australian Cattle Dog/Border Collie,1+2
Pug/Beagle,1+2
Dachshund/Beagle,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Pug/Italian Greyhound,1+2
Great Dane/Australian Cattle Dog,1+2
Pekingese/Pug,1+2
Shih Tzu/Yorkshire Terrier,1+2
Labrador Retriever/Boxer,1+2
Yorkshire Terrier/Miniature Schnauzer,1+2
German Shepherd/Rottweiler,2
Chihuahua Shorthair/Beagle,2
German Shepherd/Border Collie,2
Collie Smooth/Siberian Husky,2
German Shepherd/Border Collie,2
Chihuahua Shorthair/Dachshund,2
German Shepherd/Labrador Retriever,2
Catahoula/Rottweiler,2
Chihuahua Shorthair/Boxer,2
Chihuahua Shorthair/Manchester Terrier,2
Catahoula/Labrador Retriever,2
Chihuahua Shorthair/Pug,2
Rhod Ridgeback/Labrador Retriever,2
Standard Poodle/Labrador Retriever,2
Queensland Heeler/Border Collie,2
Chihuahua Shorthair/Toy Fox Terrier,2
Anatol Shepherd/Labrador Retriever,2
German Shepherd/Australian Cattle Dog,2
German Shepherd/Siberian Husky,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Pug,2
Chihuahua Shorthair/Miniature Pinscher,2
West Highland/Cairn Terrier,2
German Shepherd/Labrador Retriever,2
Pit Bull/Dalmatian,2
Chihuahua Shorthair/Miniature Schnauzer,2
German Shepherd/Black Mouth Cur,2
Chihuahua Shorthair/Border Terrier,2
Doberman Pinsch/Labrador Retriever,2
German Shepherd/Siberian Husky,2
Chihuahua Shorthair/Pug,2
Catahoula/Plott Hound,2
Chinese Sharpei/Labrador Retriever,2
Chihuahua Longhair/Pomeranian,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Dachshund,2
Pit Bull/Boxer,2
Chihuahua Shorthair/Yorkshire Terrier,2
Pit Bull/Labrador Retriever,2
German Shepherd/Siberian Husky,2
Chihuahua Shorthair/Miniature Schnauzer,2
Chihuahua Shorthair/Dachshund,2
Dachshund Longhair/Cairn Terrier,2
Chihuahua Shorthair/Rat Terrier,2
Miniature Poodle/Miniature Schnauzer,2
St. Bernard Rough Coat/Border Collie,2
German Shepherd/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
Staffordshire/Boston Terrier,2
Chihuahua Shorthair/Boston Terrier,2
German Shepherd/Cardigan Welsh Corgi,2
German Shepherd/Border Collie,2
Chihuahua Shorthair/Dachshund,2
Pit Bull/Plott Hound,2
Chihuahua Shorthair/Jack Russell Terrier,2
Doberman Pinsch/Labrador Retriever,2
German Shepherd/Boxer,2
German Shorthair Pointer/Australian Cattle Dog,2
Chihuahua Shorthair/Cairn Terrier,2
Akita/Chow Chow,2
Anatol Shepherd/Border Collie,2
Pointer/Labrador Retriever,2
Pit Bull/Bull Terrier,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
Chihuahua Shorthair/Boston Terrier,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Catahoula/Australian Cattle Dog,2
German Shepherd/Border Collie,2
Chihuahua Shorthair/Dachshund,2
Dachshund Wirehair/Cairn Terrier,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Pug,2
German Shepherd/Australian Kelpie,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Rat Terrier,2
German Shepherd/Chow Chow,2
Anatol Shepherd/Australian Shepherd,2
Chihuahua Shorthair/Pomeranian,2
Pointer/Jack Russell Terrier,2
Pit Bull/Australian Cattle Dog,2
German Shepherd/Labrador Retriever,2
Pit Bull/Boxer,2
Pit Bull/Boston Terrier,2
Pit Bull/Border Collie,2
Miniature Poodle/Miniature Schnauzer,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Cairn Terrier,2
Chihuahua Shorthair/Pug,2
German Shepherd/Siberian Husky,2
Chihuahua Shorthair/Dachshund,2
Dachshund Longhair/Cardigan Welsh Corgi,2
Pit Bull/Boston Terrier,2
Dachshund Longhair/Pembroke Welsh Corgi,2
Pointer/Australian Cattle Dog,2
Chihuahua Shorthair/Dachshund,2
Pit Bull/Boxer,2
Pit Bull/Labrador Retriever,2
German Shepherd/Rottweiler,2
Chihuahua Shorthair/Jack Russell Terrier,2
Pit Bull/Cardigan Welsh Corgi,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Pembroke Welsh Corgi,2
German Shepherd/Siberian Husky,2
Catahoula/Australian Cattle Dog,2
Catahoula/Alaskan Husky,2
Miniature Poodle/Shih Tzu,2
German Shepherd/Labrador Retriever,2
Doberman Pinsch/Australian Cattle Dog,2
Standard Poodle/Whippet,2
Chinese Sharpei/Labrador Retriever,2
Miniature Poodle/Miniature Schnauzer,2
Cocker Spaniel/Golden Retriever,2
German Shepherd/Pembroke Welsh Corgi,2
Chihuahua Shorthair/Dachshund,2
English Bulldog/Boxer,2
Pit Bull/Australian Cattle Dog,2
Catahoula/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Beagle,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Miniature Pinscher,2
Pointer/Labrador Retriever,2
German Shepherd/Rottweiler,2
German Shepherd/Australian Cattle Dog,2
German Shepherd/Rottweiler,2
Catahoula/Labrador Retriever,2
Chihuahua Shorthair/Jack Russell Terrier,2
Pointer/American Pit Bull Terrier,2
Chihuahua Shorthair/Yorkshire Terrier,2
Pit Bull/Rottweiler,2
Pit Bull/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
German Shepherd/Rottweiler,2
German Shepherd/Alaskan Husky,2
Pit Bull/Boxer,2
German Shepherd/Labrador Retriever,2
Pit Bull/Rottweiler,2
Miniature Poodle/Yorkshire Terrier,2
Chihuahua Shorthair/Dachshund,2
Collie Smooth/Labrador Retriever,2
Miniature Poodle/Miniature Schnauzer,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Rat Terrier,2
Staffordshire/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Cocker Spaniel/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
Catahoula/Whippet,2
Pit Bull/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Catahoula/Border Collie,2
Pit Bull/Blue Lacy,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
Pit Bull/Weimaraner,2
Pit Bull/Boxer,2
German Shepherd/Swedish Vallhund,2
Pit Bull/Bulldog,2
Pit Bull/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
Collie Rough/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Yorkshire Terrier,2
German Shepherd/Labrador Retriever,2
Akita/Siberian Husky,2
German Shepherd/Chow Chow,2
Pit Bull/Boxer,2
Chihuahua Shorthair/Jack Russell Terrier,2
German Shepherd/Labrador Retriever,2
German Shepherd/Australian Cattle Dog,2
German Shepherd/Greyhound,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Longhair/Dachshund,2
Pit Bull/Boxer,2
Pit Bull/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Cairn Terrier,2
Dachshund Wirehair/Norfolk Terrier,2
Catahoula/Bulldog,2
German Shepherd/Australian Shepherd,2
Chihuahua Shorthair/Rat Terrier,2
Miniature Poodle/Golden Retriever,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Jack Russell Terrier,2
Chihuahua Shorthair/Italian Greyhound,2
Catahoula/Cardigan Welsh Corgi,2
Dachshund Longhair/Australian Shepherd,2
Miniature Poodle/English Cocker Spaniel,2
German Shepherd/Great Pyrenees,2
Chihuahua Shorthair/Pomeranian,2
Chihuahua Shorthair/Pug,2
Chihuahua Shorthair/Border Terrier,2
Chihuahua Longhair/Pekingese,2
Catahoula/Australian Cattle Dog,2
Chinese Sharpei/Border Collie,2
Chihuahua Shorthair/Whippet,2
Pit Bull/Boxer,2
Pit Bull/Labrador Retriever,2
German Shepherd/Siberian Husky,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
Chihuahua Shorthair/Miniature Pinscher,2
Chihuahua Shorthair/Toy Fox Terrier,2
Chihuahua Shorthair/Cairn Terrier,2
Chihuahua Shorthair/Rat Terrier,2
Chihuahua Shorthair/Dachshund,2
American Eskimo/Border Collie,2
Collie Rough/Australian Shepherd,2
Chihuahua Shorthair/Dachshund,2
Akita/Australian Cattle Dog,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Doberman Pinsch/Rottweiler,2
German Shepherd/Labrador Retriever,2
German Shepherd/Chow Chow,2
Chihuahua Shorthair/Dachshund,2
Silky Terrier/Yorkshire Terrier,2
Chihuahua Shorthair/Yorkshire Terrier,2
Chihuahua Shorthair/Rat Terrier,2
Chihuahua Shorthair/Dachshund,2
Miniature Poodle/Miniature Schnauzer,2
German Shepherd/Boxer,2
Chihuahua Shorthair/Whippet,2
German Shepherd/Pembroke Welsh Corgi,2
German Shepherd/Chow Chow,2
Chihuahua Shorthair/Boston Terrier,2
Pit Bull/Boxer,2
Dachshund Longhair/Miniature Schnauzer,2
Chihuahua Longhair/Pug,2
Chihuahua Shorthair/Rat Terrier,2
German Shepherd/Labrador Retriever,2
Standard Poodle/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Italian Greyhound,2
Chihuahua Shorthair/Basset Hound,2
German Shepherd/Border Collie,2
Chihuahua Shorthair/Rat Terrier,2
Chihuahua Shorthair/Dachshund,2
Flat Coat Retriever/Golden Retriever,2
Chihuahua Shorthair/Pug,2
Catahoula/Labrador Retriever,2
Chihuahua Shorthair/Manchester Terrier,2
Chihuahua Shorthair/Dachshund,2
Anatol Shepherd/Border Collie,2
Chihuahua Shorthair/Pug,2
Staffordshire/French Bulldog,2
Standard Poodle/Labrador Retriever,2
Chihuahua Shorthair/Pomeranian,2
Pit Bull/Border Terrier,2
Miniature Poodle/Dachshund,2
Bruss Griffon/Dachshund,2
West Highland/Cairn Terrier,2
Pit Bull/Labrador Retriever,2
German Shepherd/Siberian Husky,2
Cocker Spaniel/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Rat Terrier,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Collie Rough/Australian Shepherd,2
German Shepherd/Alaskan Malamute,2
German Shepherd/Alaskan Malamute,2
American Eskimo/Australian Shepherd,2
German Shepherd/Labrador Retriever,2
Catahoula/Labrador Retriever,2
Chihuahua Shorthair/Yorkshire Terrier,2
Chihuahua Shorthair/Australian Cattle Dog,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Longhair/Cardigan Welsh Corgi,2
Pit Bull/Labrador Retriever,2
Doberman Pinsch/Labrador Retriever,2
Pit Bull/Siberian Husky,2
Chihuahua Shorthair/Affenpinscher,2
Catahoula/Beagle,2
Chihuahua Shorthair/Border Terrier,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Miniature Pinscher,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
Miniature Poodle/Miniature Schnauzer,2
Chihuahua Longhair/Dachshund,2
Pit Bull/Bulldog,2
Rhod Ridgeback/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
German Shepherd/Cardigan Welsh Corgi,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
Chihuahua Shorthair/Jack Russell Terrier,2
Chihuahua Shorthair/Beagle,2
Miniature Poodle/Miniature Schnauzer,2
Pit Bull/Siberian Husky,2
Chihuahua Longhair/Cairn Terrier,2
Pit Bull/Labrador Retriever,2
Anatol Shepherd/Great Pyrenees,2
Chihuahua Shorthair/Rat Terrier,2
Dachshund Longhair/Miniature Schnauzer,2
Collie Smooth/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Pit Bull/Australian Cattle Dog,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Pug,2
Cocker Spaniel/Dachshund,2
Dogue De Bordeaux/American Bulldog,2
Catahoula/Labrador Retriever,2
Chihuahua Shorthair/Yorkshire Terrier,2
Chihuahua Longhair/Italian Greyhound,2
Soft Coated Wheaten Terrier/Yorkshire Terrier,2
Chihuahua Shorthair/Miniature Pinscher,2
Chihuahua Shorthair/Yorkshire Terrier,2
German Shepherd/Australian Shepherd,2
English Bulldog/American Staffordshire Terrier,2
Miniature Poodle/Dachshund,2
Collie Rough/Pembroke Welsh Corgi,2
Catahoula/American Bulldog,2
Pointer/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
German Shepherd/Labrador Retriever,2
Glen Of Imaal/Ibizan Hound,2
Chihuahua Shorthair/Rat Terrier,2
Chinese Sharpei/Australian Cattle Dog,2
German Shepherd/Labrador Retriever,2
German Shepherd/Rottweiler,2
Pit Bull/American Bulldog,2
Pit Bull/Boxer,2
German Shepherd/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
English Bulldog/Dachshund,2
Pointer/Bull Terrier,2
Pit Bull/Australian Cattle Dog,2
Chihuahua Shorthair/Dachshund,2
German Shepherd/Labrador Retriever,2
Pit Bull/Labrador Retriever,2
Chihuahua Shorthair/Jack Russell Terrier,2
Chihuahua Shorthair/Pomeranian,2
Chihuahua Shorthair/Schipperke,2
Chihuahua Shorthair/Dachshund,2
Queensland Heeler/Great Dane,2
German Shepherd/Chow Chow,2
German Shepherd/Labrador Retriever,2
Pit Bull/Labrador Retriever,2
Pointer/Blue Lacy,2
Chihuahua Shorthair/Dachshund,2
Anatol Shepherd/Great Pyrenees,2
Catahoula/Labrador Retriever,2
Chihuahua Shorthair/Rat Terrier,2
German Shepherd/Labrador Retriever,2
Pit Bull/Boxer,2
Catahoula/Cardigan Welsh Corgi,2
Pit Bull/Dachshund,2
Miniature Poodle/Miniature Schnauzer,2
Pointer/Labrador Retriever,2
Papillon/Pomeranian,2
Anatol Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Cairn Terrier,2
Catahoula/Beagle,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Beagle,2
Pointer/Boxer,2
German Shepherd/Siberian Husky,2
Collie Smooth/Labrador Retriever,2
Collie Smooth/Golden Retriever,2
Pit Bull/Pug,2
Pit Bull/Labrador Retriever,2
Pit Bull/Labrador Retriever,2
Chihuahua Shorthair/Boston Terrier,2
Catahoula/Australian Cattle Dog,2
Chihuahua Shorthair/Pomeranian,2
Pit Bull/Labrador Retriever,2
Chihuahua Shorthair/Rat Terrier,2
Redbone Hound/Labrador Retriever,2
German Shepherd/Boxer,2
Chihuahua Shorthair/Cairn Terrier,2
Cocker Spaniel/Labrador Retriever,2
Chihuahua Shorthair/Jack Russell Terrier,2
German Shepherd/Boxer,2
Collie Rough/Labrador Retriever,2
Chihuahua Shorthair/Miniature Schnauzer,2
German Shepherd/Alaskan Husky,2
German Shepherd/Labrador Retriever,2
Mastiff/Labrador Retriever,2
Pit Bull/Labrador Retriever,2
Cocker Spaniel/Labrador Retriever,2
Staffordshire/Beagle,2
Pit Bull/Australian Cattle Dog,2
Chihuahua Shorthair/Jack Russell Terrier,2
Miniature Poodle/Miniature Schnauzer,2
Standard Poodle/Labrador Retriever,2
German Shepherd/Golden Retriever,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Pug,2
Dachshund Wirehair/Border Terrier,2
Pointer/Australian Cattle Dog,2
Pit Bull/Labrador Retriever,2
Pit Bull/Labrador Retriever,2
Catahoula/Labrador Retriever,2
Anatol Shepherd/Border Collie,2
Chihuahua Shorthair/Dachshund,2
Flat Coat Retriever/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
Chinese Sharpei/Airedale Terrier,2
Chinese Sharpei/Basset Hound,2
Collie Smooth/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Pekingese,2
Catahoula/Boxer,2
Papillon/Australian Cattle Dog,2
Anatol Shepherd/Labrador Retriever,2
Dogo Argentino/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
Bluetick Hound/Treeing Walker Coonhound,2
German Shepherd/Labrador Retriever,2
Catahoula/Labrador Retriever,2
Pit Bull/Boxer,2
Chihuahua Shorthair/Welsh Terrier,2
Chihuahua Shorthair/Miniature Pinscher,2
German Shepherd/Golden Retriever,2
Collie Smooth/Labrador Retriever,2
Pit Bull/Boxer,2
Queensland Heeler/Dachshund,2
German Shepherd/Labrador Retriever,2
Collie Smooth/Labrador Retriever,2
Chihuahua Longhair/Cardigan Welsh Corgi,2
Chihuahua Shorthair/Jack Russell Terrier,2
Mastiff/Rottweiler,2
German Shepherd/Chow Chow,2
Chihuahua Shorthair/Dachshund,2
Cocker Spaniel/Labrador Retriever,2
Catahoula/Labrador Retriever,2
Pointer/Labrador Retriever,2
Chihuahua Shorthair/Cairn Terrier,2
Anatol Shepherd/Great Pyrenees,2
Dachshund Longhair/Cardigan Welsh Corgi,2
Maltese/Dachshund,2
Catahoula/Australian Cattle Dog,2
German Shepherd/Siberian Husky,2
Chihuahua Shorthair/Miniature Schnauzer,2
Miniature Poodle/Labrador Retriever,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
German Shepherd/Chow Chow,2
Chihuahua Shorthair/Border Terrier,2
Chihuahua Shorthair/Jack Russell Terrier,2
Pit Bull/Labrador Retriever,2
Pit Bull/Basset Hound,2
Catahoula/American Pit Bull Terrier,2
Pit Bull/Basset Hound,2
Pit Bull/Boxer,2
Cocker Spaniel/Dachshund,2
Chihuahua Shorthair/Dachshund,2
Pointer/Labrador Retriever,2
Chihuahua Shorthair/Rat Terrier,2
Chihuahua Shorthair/Dachshund,2
Miniature Poodle/Miniature Schnauzer,2
Chihuahua Shorthair/Cairn Terrier,2
Chihuahua Shorthair/Beagle,2
Pit Bull/Labrador Retriever,2
Miniature Poodle/Bichon Frise,2
Maltese/Jack Russell Terrier,2
Miniature Poodle/Lhasa Apso,2
Pit Bull/American Foxhound,2
Chihuahua Shorthair/Border Terrier,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Miniature Schnauzer,2
German Shepherd/Australian Cattle Dog,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
Chihuahua Shorthair/Rat Terrier,2
Miniature Poodle/Miniature Schnauzer,2
Chihuahua Shorthair/Dachshund,2
Pointer/American Pit Bull Terrier,2
Chihuahua Shorthair/Lhasa Apso,2
Anatol Shepherd/Labrador Retriever,2
Brittany/Labrador Retriever,2
Pit Bull/Weimaraner,2
German Shepherd/Labrador Retriever,2
German Shepherd/Boxer,2
German Shepherd/Alaskan Malamute,2
German Shepherd/Boxer,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Boston Terrier,2
Dachshund Wirehair/Border Terrier,2
Catahoula/Chow Chow,2
Miniature Poodle/Yorkshire Terrier,2
Chihuahua Shorthair/Finnish Spitz,2
Papillon/Skye Terrier,2
Catahoula/Australian Shepherd,2
German Shepherd/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Pug,2
Anatol Shepherd/Labrador Retriever,2
Rhod Ridgeback/Plott Hound,2
Chihuahua Shorthair/Yorkshire Terrier,2
Chihuahua Shorthair/Dachshund,2
Maltese/Shih Tzu,2
Chihuahua Shorthair/Dachshund,2
Miniature Poodle/Miniature Schnauzer,2
German Shepherd/Labrador Retriever,2
Pit Bull/Labrador Retriever,2
Chihuahua Longhair/Cairn Terrier,2
Rhod Ridgeback/Labrador Retriever,2
Pit Bull/Labrador Retriever,2
Chihuahua Shorthair/Cairn Terrier,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Italian Greyhound,2
Anatol Shepherd/Labrador Retriever,2
German Shepherd/Australian Cattle Dog,2
Chihuahua Shorthair/Pug,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
German Shepherd/Cardigan Welsh Corgi,2
Chihuahua Shorthair/Italian Greyhound,2
Chihuahua Shorthair/Dachshund,2
Pointer/Labrador Retriever,2
Chihuahua Shorthair/Beagle,2
Anatol Shepherd/Australian Cattle Dog,2
Chihuahua Shorthair/Jack Russell Terrier,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Dachshund,2
German Shepherd/Labrador Retriever,2
Chihuahua Shorthair/Dachshund,2
German Shepherd/Labrador Retriever,2
German Shepherd/Border Collie,2
Miniature Poodle/Lhasa Apso,2
St. Bernard Rough Coat/Labrador Retriever,2
Chihuahua Shorthair/Miniature Pinscher,2
Miniature Poodle/Yorkshire Terrier,2
Chihuahua Shorthair/Boston Terrier,2
Chinese Sharpei/Labrador Retriever,2
Pit Bull/Basset Hound,2
Pit Bull/Boxer,2
Miniature Poodle/Labrador Retriever,2
German Shepherd/Labrador Retriever,2
Pit Bull/Plott Hound,2
Chihuahua Shorthair/Cardigan Welsh Corgi,2
Pointer/Labrador Retriever,2
German Shepherd/Australian Cattle Dog,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Dachshund,2
Chihuahua Shorthair/Jack Russell Terrier,2
Pit Bull/Australian Cattle Dog,2
German Shepherd/Labrador Retriever,2
Miniature Poodle/Yorkshire Terrier,2
Pit Bull/Boxer,2
Catahoula/Boxer,2
Chihuahua Shorthair/Border Terrier,2
Chihuahua Shorthair/Basset Hound,2
Miniature Poodle/Miniature Schnauzer,2
Pit Bull/Boxer,2
Pit Bull/Plott Hound,2
Chihuahua Shorthair/Dachshund,2
Miniature Poodle/Pomeranian,2
Pit Bull/Plott Hound,2
Anatol Shepherd/Australian Cattle Dog,2
German Shepherd/Australian Cattle Dog,2
Pointer/Border Collie,2
Chihuahua Shorthair/Beagle,2
Chihuahua Shorthair/Beagle,2
Flat Coat Retriever/Australian Cattle Dog,2
Chihuahua Shorthair/Dachshund,2
